headline,preprocessed_headline,date_std,source
Qld cuts hurdle for medicinal cannabis,"['Qld', 'cut', 'hurdle', 'medicinal', 'cannabis']",2019-04-04,headline
Victoria's medical cannabis trial to treat children with severe epilepsy 'successful',"['Victoria', ""'s"", 'medical', 'cannabis', 'trial', 'treat', 'child', 'severe', 'epilepsy', ""'successful"", ""'""]",2018-01-17,headline
MGC to enter Aust cannabis market,"['MGC', 'enter', 'Aust', 'cannabis', 'market']",2016-04-04,headline
Hope for medicinal cannabis vote this year,"['Hope', 'medicinal', 'cannabis', 'vote', 'year']",2015-08-12,headline
Baird confronted at cannabis conference by illness sufferers,"['Baird', 'confronted', 'cannabis', 'conference', 'illness', 'sufferer']",2016-05-14,headline
SA looks to economic benefits of medicinal cannabis production,"['SA', 'look', 'economic', 'benefit', 'medicinal', 'cannabis', 'production']",2017-02-02,headline
Key nursing union backs medicinal cannabis,"['Key', 'nursing', 'union', 'back', 'medicinal', 'cannabis']",2014-06-15,headline
Medical cannabis no 'magic pill': expert,"['Medical', 'cannabis', ""'magic"", 'pill', ""'"", ':', 'expert']",2017-05-13,headline
Medicinal Cannabis Australia,"['Medicinal', 'Cannabis', 'Australia']",,headline
SA looks to economic benefits of medicinal cannabis production,"['SA', 'look', 'economic', 'benefit', 'medicinal', 'cannabis', 'production']",2017-02-02,headline
Push for medical cannabis rolls on,"['Push', 'medical', 'cannabis', 'roll']",2014-09-16,headline
Government changes to make medicinal marijuana access easier,"['Government', 'change', 'make', 'medicinal', 'marijuana', 'access', 'easier']",2017-02-22,headline
Why will medical cannabis oil be legal in Victoria but smoking not?,"['Why', 'medical', 'cannabis', 'oil', 'legal', 'Victoria', 'smoking', '?']",2017-04-07,headline
Medicinal cannabis to give Australian farmers a new industry,"['Medicinal', 'cannabis', 'give', 'Australian', 'farmer', 'new', 'industry']",2016-10-02,headline
Medical cannabis industry gets peak body,"['Medical', 'cannabis', 'industry', 'get', 'peak', 'body']",2017-06-22,headline
Medical marijuana,"['Medical', 'marijuana']",,headline
GPs to prescribe medicinal cannabis in NSW,"['GPs', 'prescribe', 'medicinal', 'cannabis', 'NSW']",2016-08-01,headline
Medical cannabis scheme on the way,"['Medical', 'cannabis', 'scheme', 'way']",2015-10-16,headline
Medical cannabis: who has access?,"['Medical', 'cannabis', ':', 'access', '?']",2017-06-22,headline
Victoria's plans for medical cannabis use,"['Victoria', ""'s"", 'plan', 'medical', 'cannabis', 'use']",2016-02-03,headline
Doctors concerned over Senate bill lifting medicinal cannabis restrictions,"['Doctors', 'concerned', 'Senate', 'bill', 'lifting', 'medicinal', 'cannabis', 'restriction']",2017-06-20,headline
Medical cannabis approvals increase by more than a thousand percent in a year,"['Medical', 'cannabis', 'approval', 'increase', 'thousand', 'percent', 'year']",2019-04-11,headline
Health ministers agree to cannabis plan,"['Health', 'minister', 'agree', 'cannabis', 'plan']",2018-04-13,headline
NSW leads Aust on medical cannabis: Baird,"['NSW', 'lead', 'Aust', 'medical', 'cannabis', ':', 'Baird']",2015-10-18,headline
"Medicinal-cannabis applications up, but few approvals so far.","['Medicinal-cannabis', 'application', ',', 'approval', 'far', '.']",2017-06-01,headline
Growing support for medical cannabis,"['Growing', 'support', 'medical', 'cannabis']",2014-06-16,headline
Is medical marijuana a miracle cure or misunderstood?,"['Is', 'medical', 'marijuana', 'miracle', 'cure', 'misunderstood', '?']",2019-03-28,headline
Vic medical cannabis one step closer,"['Vic', 'medical', 'cannabis', 'one', 'step', 'closer']",2016-02-12,headline
Medical cannabis chemo trial starts in NSW,"['Medical', 'cannabis', 'chemo', 'trial', 'start', 'NSW']",2016-12-05,headline
Patients still face hurdles to cannabis,"['Patients', 'still', 'face', 'hurdle', 'cannabis']",2016-10-28,headline
National scheme for medical cannabis: Ley,"['National', 'scheme', 'medical', 'cannabis', ':', 'Ley']",2015-12-02,headline
Another cannabis company set to list,"['Another', 'cannabis', 'company', 'set', 'list']",2016-03-17,headline
Govt to introduce medicinal cannabis laws,"['Govt', 'introduce', 'medicinal', 'cannabis', 'law']",2016-02-10,headline
Federal push for medicinal marijuana,"['Federal', 'push', 'medicinal', 'marijuana']",2015-10-12,headline
'Ambitious' cannabis trial needed: Foley,"[""'Ambitious"", ""'"", 'cannabis', 'trial', 'needed', ':', 'Foley']",2015-01-11,headline
Doctors concerned over Senate bill lifting medicinal cannabis restrictions,"['Doctors', 'concerned', 'Senate', 'bill', 'lifting', 'medicinal', 'cannabis', 'restriction']",2017-06-15,headline
New Zealand legalises medicinal cannabis,"['New', 'Zealand', 'legalises', 'medicinal', 'cannabis']",2018-12-11,headline
Cannabidiol: Manufacturer claims the cannabis derivative has 'no real side effects',"['Cannabidiol', ':', 'Manufacturer', 'claim', 'cannabis', 'derivative', ""'no"", 'real', 'side', 'effect', ""'""]",2019-04-30,headline
Comment: The legal use of medical marijuana is a human right,"['Comment', ':', 'The', 'legal', 'use', 'medical', 'marijuana', 'human', 'right']",2017-04-07,headline
Andrew Forrest tips $5 million into medicinal cannabis company,"['Andrew', 'Forrest', 'tip', '$', '5', 'million', 'medicinal', 'cannabis', 'company']",2021-11-22,headline
Medicinal cannabis blacklisted by Australian pain specialists,"['Medicinal', 'cannabis', 'blacklisted', 'Australian', 'pain', 'specialist']",2021-03-23,headline
Why so few Australians are using medicinal cannabis on prescription,"['Why', 'Australians', 'using', 'medicinal', 'cannabis', 'prescription']",2017-10-10,headline
'Green wave': Businesses look to medicinal cannabis,"[""'Green"", 'wave', ""'"", ':', 'Businesses', 'look', 'medicinal', 'cannabis']",2019-02-04,headline
Buying legal marijuana is as easy as picking up the phone. Here’s how I did it,"['Buying', 'legal', 'marijuana', 'easy', 'picking', 'phone', '.', 'Here', '’', 'I']",2022-09-28,headline
"Medicinal cannabis product CBD does not affect driving ability, research finds","['Medicinal', 'cannabis', 'product', 'CBD', 'affect', 'driving', 'ability', ',', 'research', 'find']",2022-05-31,headline
Why more people are turning to medicinal cannabis,"['Why', 'people', 'turning', 'medicinal', 'cannabis']",2020-09-28,headline
NSW looks at driver monitoring tech for medicinal cannabis users,"['NSW', 'look', 'driver', 'monitoring', 'tech', 'medicinal', 'cannabis', 'user']",2023-04-15,headline
Medicinal cannabis could be legally available by 2016,"['Medicinal', 'cannabis', 'could', 'legally', 'available', '2016']",2015-10-12,headline
Australia's biggest medicinal cannabis plant to be built in secret Melbourne location,"['Australia', ""'s"", 'biggest', 'medicinal', 'cannabis', 'plant', 'built', 'secret', 'Melbourne', 'location']",2020-06-01,headline
Mining billionaire Gina Rinehart goes green with $15m medical cannabis play,"['Mining', 'billionaire', 'Gina', 'Rinehart', 'go', 'green', '$', '15m', 'medical', 'cannabis', 'play']",2021-06-22,headline
"Over-the-counter medicinal cannabis plan not what it seems, experts warn","['Over-the-counter', 'medicinal', 'cannabis', 'plan', 'seems', ',', 'expert', 'warn']",2020-09-14,headline
"Easing of rules around driving on medicinal cannabis a priority, Andrews says","['Easing', 'rule', 'around', 'driving', 'medicinal', 'cannabis', 'priority', ',', 'Andrews', 'say']",2023-02-28,headline
Medicinal cannabis shows promising results for children with autism,"['Medicinal', 'cannabis', 'show', 'promising', 'result', 'child', 'autism']",2022-11-18,headline
Queensland's first medicinal cannabis farm officially opens,"['Queensland', ""'s"", 'first', 'medicinal', 'cannabis', 'farm', 'officially', 'open']",2019-08-27,headline
Decisions need to be made about medicinal cannabis,"['Decisions', 'need', 'made', 'medicinal', 'cannabis']",2014-11-17,headline
Medicinal cannabis products could become big industry in Queensland,"['Medicinal', 'cannabis', 'product', 'could', 'become', 'big', 'industry', 'Queensland']",2016-10-13,headline
Worker on medicinal cannabis sacked for failing drug test,"['Worker', 'medicinal', 'cannabis', 'sacked', 'failing', 'drug', 'test']",2021-12-12,headline
Parents pin hopes on medical cannabis trial for children with epilepsy,"['Parents', 'pin', 'hope', 'medical', 'cannabis', 'trial', 'child', 'epilepsy']",2015-03-23,headline
Queensland hits high for medicinal cannabis prescriptions,"['Queensland', 'hit', 'high', 'medicinal', 'cannabis', 'prescription']",2022-05-10,headline
"Medicinal cannabis the right oil for Ellie the Staffy, her owner believes","['Medicinal', 'cannabis', 'right', 'oil', 'Ellie', 'Staffy', ',', 'owner', 'belief']",2016-07-13,headline
Not enough evidence to use medicinal cannabis for mental disorders,"['Not', 'enough', 'evidence', 'use', 'medicinal', 'cannabis', 'mental', 'disorder']",2019-10-30,headline
Desperate family calls for medicinal cannabis amnesty after police come knocking,"['Desperate', 'family', 'call', 'medicinal', 'cannabis', 'amnesty', 'police', 'come', 'knocking']",2015-11-21,headline
Medicinal cannabis is legal but my 91-year-old mum's struggle to get it was torture,"['Medicinal', 'cannabis', 'legal', '91-year-old', 'mum', ""'s"", 'struggle', 'get', 'torture']",2019-09-12,headline
Medical cannabis is legal. That does not mean it works,"['Medical', 'cannabis', 'legal', '.', 'That', 'mean', 'work']",2018-04-06,headline
Price warning as pot producers prepare over-the-counter CBD products for 2023,"['Price', 'warning', 'pot', 'producer', 'prepare', 'over-the-counter', 'CBD', 'product', '2023']",2022-03-24,headline
Australia a new growth market for medicinal cannabis,"['Australia', 'new', 'growth', 'market', 'medicinal', 'cannabis']",2015-01-31,headline
"'Start low, go slow': Booklets give inside dope on medicinal cannabis for patients, doctors","[""'Start"", 'low', ',', 'go', 'slow', ""'"", ':', 'Booklets', 'give', 'inside', 'dope', 'medicinal', 'cannabis', 'patient', ',', 'doctor']",2017-12-24,headline
Jackson seeks cannabis exemption as part of shock comeback at age 40,"['Jackson', 'seek', 'cannabis', 'exemption', 'part', 'shock', 'comeback', 'age', '40']",2022-02-02,headline
Medicinal cannabis: study finds Australians suffering chronic pain get more relief from cannabis than conventional medicines,"['Medicinal', 'cannabis', ':', 'study', 'find', 'Australians', 'suffering', 'chronic', 'pain', 'get', 'relief', 'cannabis', 'conventional', 'medicine']",2015-01-26,headline
The little girl behind Lamberts' $30 million donation for medicinal cannabis research,"['The', 'little', 'girl', 'behind', 'Lamberts', ""'"", '$', '30', 'million', 'donation', 'medicinal', 'cannabis', 'research']",2015-06-12,headline
"Cannabis will be taken off WADA banned list, says top sports doctor","['Cannabis', 'taken', 'WADA', 'banned', 'list', ',', 'say', 'top', 'sport', 'doctor']",2022-02-03,headline
Push to allow medicinal cannabis users the right to drive,"['Push', 'allow', 'medicinal', 'cannabis', 'user', 'right', 'drive']",2022-06-16,headline
Drivers using medicinal cannabis could get green light,"['Drivers', 'using', 'medicinal', 'cannabis', 'could', 'get', 'green', 'light']",2020-10-14,headline
Medicinal cannabis to be legalised in Australia from November,"['Medicinal', 'cannabis', 'legalised', 'Australia', 'November']",2016-09-01,headline
‘It’s discriminating’: Study finds no justification for medicinal cannabis driving ban,"['‘', 'It', '’', 'discriminating', '’', ':', 'Study', 'find', 'justification', 'medicinal', 'cannabis', 'driving', 'ban']",2021-06-11,headline
Would you treat your dog or cat with medicinal cannabis?,"['Would', 'treat', 'dog', 'cat', 'medicinal', 'cannabis', '?']",2018-07-21,headline
Medicinal cannabis needs support from the medical profession,"['Medicinal', 'cannabis', 'need', 'support', 'medical', 'profession']",2014-09-08,headline
Families already using medicinal cannabis on children ahead of trials,"['Families', 'already', 'using', 'medicinal', 'cannabis', 'child', 'ahead', 'trial']",2015-06-06,headline
"Doctors still sceptical of medicinal cannabis, study finds","['Doctors', 'still', 'sceptical', 'medicinal', 'cannabis', ',', 'study', 'find']",2019-05-11,headline
NSW Premier Mike Baird to open medicinal cannabis symposium,"['NSW', 'Premier', 'Mike', 'Baird', 'open', 'medicinal', 'cannabis', 'symposium']",2014-11-16,headline
Huge new hub for medicinal cannabis sleep capsules,"['Huge', 'new', 'hub', 'medicinal', 'cannabis', 'sleep', 'capsule']",,headline
MPs push to legalise medicinal cannabis for drivers,"['MPs', 'push', 'legalise', 'medicinal', 'cannabis', 'driver']",2023-02-22,headline
Bipartisan political support for medicinal cannabis no guarantee for patients,"['Bipartisan', 'political', 'support', 'medicinal', 'cannabis', 'guarantee', 'patient']",2015-06-19,headline
Medicinal cannabis farm application near Brisbane approved,"['Medicinal', 'cannabis', 'farm', 'application', 'near', 'Brisbane', 'approved']",2018-08-11,headline
Medicinal cannabis has given Perth girl a life ... but for how long?,"['Medicinal', 'cannabis', 'given', 'Perth', 'girl', 'life', '...', 'long', '?']",2018-04-24,headline
Medicinal cannabis trial for Qld,"['Medicinal', 'cannabis', 'trial', 'Qld']",2015-04-19,headline
Push for amnesty for medicinal cannabis users fails,"['Push', 'amnesty', 'medicinal', 'cannabis', 'user', 'fails']",2016-05-22,headline
Medicinal cannabis wafers available in Queensland,"['Medicinal', 'cannabis', 'wafer', 'available', 'Queensland']",2020-05-05,headline
Mum whose son died of cancer calls for better access to medicinal cannabis,"['Mum', 'whose', 'son', 'died', 'cancer', 'call', 'better', 'access', 'medicinal', 'cannabis']",2023-02-24,headline
"Not just a drug, it's a cure: Medicinal cannabis advocate in Perth to speak about promising autism study","['Not', 'drug', ',', ""'s"", 'cure', ':', 'Medicinal', 'cannabis', 'advocate', 'Perth', 'speak', 'promising', 'autism', 'study']",2018-02-07,headline
LNP senator Ian Macdonald to co-sponsor medicinal cannabis bill,"['LNP', 'senator', 'Ian', 'Macdonald', 'co-sponsor', 'medicinal', 'cannabis', 'bill']",2014-11-26,headline
Legal Cannabis,"['Legal', 'Cannabis']",,headline
GPs prescribing cannabis could be just what the doctor ordered,"['GPs', 'prescribing', 'cannabis', 'could', 'doctor', 'ordered']",2018-02-20,headline
It’s high time medicinal cannabis was legal,"['It', '’', 'high', 'time', 'medicinal', 'cannabis', 'legal']",2015-10-11,headline
Australian company AusCann to grow medicinal marijuana on Christmas Island,"['Australian', 'company', 'AusCann', 'grow', 'medicinal', 'marijuana', 'Christmas', 'Island']",2015-12-09,headline
Calls for use of medicinal cannabis for pain relief amid codeine restrictions,"['Calls', 'use', 'medicinal', 'cannabis', 'pain', 'relief', 'amid', 'codeine', 'restriction']",2018-01-30,headline
World-first medicinal cannabis trial for Queensland palliative care patients receives funding,"['World-first', 'medicinal', 'cannabis', 'trial', 'Queensland', 'palliative', 'care', 'patient', 'receives', 'funding']",2018-02-03,headline
ALP offers bipartisan support for medicinal cannabis in NSW,"['ALP', 'offer', 'bipartisan', 'support', 'medicinal', 'cannabis', 'NSW']",2014-09-16,headline
Patients risk prosecution as medicinal cannabis faces long road to legalisation,"['Patients', 'risk', 'prosecution', 'medicinal', 'cannabis', 'face', 'long', 'road', 'legalisation']",2014-08-30,headline
Queensland company awarded medicinal cannabis licence,"['Queensland', 'company', 'awarded', 'medicinal', 'cannabis', 'licence']",2017-04-21,headline
"Genes, weed and long COVID: Four predictions about the year in science","['Genes', ',', 'weed', 'long', 'COVID', ':', 'Four', 'prediction', 'year', 'science']",2023-01-24,headline
